#;Org.;Serie;Test;Nr.;Version;Messfühler;PEAK;PEACOCK;Median_EXP;Median_SIM
1;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_205;0.07;0.09;166.08;173.46
2;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_192_5;0.15;0.15;149.65;167.06
3;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_180;0.16;0.16;141.54;159.16
4;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_167_5;0.15;0.15;135.78;148.72
5;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_155;-0.02;0.11;129.61;135.16
6;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_142_5;0.01;0.11;118.88;130.52
7;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_130;0.08;0.17;101.02;125.55
8;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_117_5;0.33;0.38;75.12;104.99
9;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_105;0.94;0.79;55.32;90.15
10;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_092_5;0.35;0.24;54.03;59.91
11;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_080;0.27;0.19;50.73;54.48
12;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_055;0.07;0.19;49.32;48.65
13;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_030;0.22;0.22;43.86;43.54
14;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_005;0.78;0.38;33.88;35.77
15;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_00025;0.71;0.34;35.99;35.97
16;IRSN;PRISME;DOOR;4;FDS607;TG_L1_L2_S105;0.68;0.5;55.7;67.04
17;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_350;0.11;0.15;261.62;202.8
18;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_340;0.81;0.57;257.22;281.14
19;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_315;0.77;0.28;248.53;221.27
20;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_290;0.74;0.28;249.15;220.4
21;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_265;0.75;0.3;262.06;223.46
22;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_240;0.7;0.3;273.28;226.36
23;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_215;0.6;0.3;291.27;235.94
24;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_190;0.48;0.29;314.73;245.09
25;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_165;0.39;0.29;359.77;261.59
26;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_140;0.28;0.3;436.4;275.33
27;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_115;0.24;0.3;490.26;295.93
28;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_090;0.18;0.31;552.47;315.22
29;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_065;0.13;0.29;607.78;353.92
30;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_040;0.03;0.31;680.56;372.2
31;IRSN;PRISME;DOOR;4;FDS607;TG_L1_FP_015;-0.0;0.32;734.91;419.88
32;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_390;-0.2;0.25;238.74;172.14
33;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_380;0.33;0.25;234.17;259.97
34;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_355;0.1;0.09;217.99;215.1
35;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_330;0.05;0.08;205.43;204.94
36;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_305;0.02;0.08;195.6;194.83
37;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_280;0.03;0.08;191.81;185.58
38;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_255;0.02;0.08;186.76;178.58
39;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_230;0.02;0.09;179.72;172.89
40;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_205;-0.01;0.09;168.5;164.19
41;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_180;-0.0;0.09;161.47;159.3
42;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_155;-0.02;0.1;155.5;149.39
43;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_130;0.0;0.1;138.65;144.09
44;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_105;0.05;0.16;106.35;123.66
45;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_080;0.28;0.27;84.32;96.02
46;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_055;0.39;0.23;76.49;63.56
47;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_030;0.23;0.21;71.72;57.91
48;IRSN;PRISME;DOOR;4;FDS607;TG_L1_NW_005;0.09;0.22;66.14;55.93
49;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_390;-0.23;0.25;224.68;158.73
50;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_380;0.28;0.23;220.04;234.86
51;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_355;0.1;0.09;206.16;204.26
52;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_330;0.07;0.11;191.76;198.26
53;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_305;0.06;0.11;186.64;193.23
54;IRSN;PRISME;DOOR;4;FDS607;TG_L1_SE_280;0.06;0.11;182.19;190.96
